Attempt   1: len is 6, x,y is 28,9, orientation is 1 ACCEPTED
Attempt  62: len is 7, x,y is 7,23, orientation is 0 REJECTED
Attempt  63: len is 4, x,y is 6,20, orientation is 1 REJECTED
Attempt  64: len is 7, x,y is 12,18, orientation is 1 REJECTED
Attempt  65: len is 7, x,y is 5,20, orientation is 1 REJECTED
Attempt  66: len is 7, x,y is 11,1, orientation is 1 REJECTED
Attempt  67: len is 3, x,y is 5,28, orientation is 0 REJECTED
Attempt  68: len is 6, x,y is 6,2, orientation is 0 REJECTED
Attempt  69: len is 5, x,y is 16,26, orientation is 0 REJECTED
Attempt  70: len is 6, x,y is 19,12, orientation is 0 REJECTED
Attempt  71: len is 6, x,y is 10,26, orientation is 0 REJECTED
Attempt  72: len is 5, x,y is 13,29, orientation is 0 ACCEPTED
Attempt  73: len is 6, x,y is 24,22, orientation is 0 ACCEPTED
Attempt  74: len is 5, x,y is 20,29, orientation is 0 REJECTED
Attempt  75: len is 6, x,y is 3,5, orientation is 0 REJECTED
Attempt  76: len is 6, x,y is 16,12, orientation is 1 REJECTED
Attempt  77: len is 6, x,y is 12,24, orientation is 1 REJECTED
Attempt  78: len is 3, x,y is 25,22, orientation is 0 REJECTED
Attempt  79: len is 6, x,y is 16,6, orientation is 0 REJECTED
Attempt  80: len is 5, x,y is 1,13, orientation is 1 REJECTED
Attempt  81: len is 4, x,y is 25,4, orientation is 1 REJECTED
Attempt  82: len is 3, x,y is 24,24, orientation is 1 REJECTED
Attempt  83: len is 7, x,y is 25,3, orientation is 0 REJECTED
Attempt  84: len is 4, x,y is 8,14, orientation is 0 REJECTED
Attempt  85: len is 6, x,y is 23,8, orientation is 1 REJECTED
Attempt  86: len is 3, x,y is 5,16, orientation is 1 REJECTED
Attempt  87: len is 7, x,y is 0,13, orientation is 0 REJECTED
Attempt  88: len is 3, x,y is 0,4, orientation is 0 ACCEPTED
Attempt  89: len is 7, x,y is 12,25, orientation is 0 REJECTED
Attempt  90: len is 6, x,y is 19,17, orientation is 1 ACCEPTED
Attempt  91: len is 4, x,y is 22,20, orientation is 0 ACCEPTED
Attempt  92: len is 5, x,y is 7,7, orientation is 1 REJECTED
Attempt  93: len is 5, x,y is 3,22, orientation is 1 REJECTED
Attempt  94: len is 5, x,y is 11,3, orientation is 1 REJECTED
Attempt  95: len is 3, x,y is 18,25, orientation is 0 REJECTED
Attempt  96: len is 3, x,y is 18,3, orientation is 1 REJECTED
Attempt  97: len is 4, x,y is 15,7, orientation is 1 ACCEPTED
Attempt  98: len is 4, x,y is 10,8, orientation is 0 REJECTED
Attempt  99: len is 5, x,y is 23,13, orientation is 1 REJECTED
Attempt 100: len is 7, x,y is 4,3, orientation is 1 REJECTED
Attempt 101: len is 5, x,y is 0,16, orientation is 0 REJECTED
Attempt 102: len is 5, x,y is 14,3, orientation is 0 REJECTED
Attempt 103: len is 5, x,y is 23,21, orientation is 1 REJECTED
Attempt 104: len is 7, x,y is 25,15, orientation is 1 REJECTED
Attempt 105: len is 5, x,y is 23,14, orientation is 1 REJECTED
Attempt 106: len is 3, x,y is 29,2, orientation is 1 REJECTED
Attempt 107: len is 3, x,y is 13,18, orientation is 0 REJECTED
Attempt 108: len is 3, x,y is 28,9, orientation is 1 REJECTED
Attempt 109: len is 3, x,y is 5,10, orientation is 1 ACCEPTED
Attempt 110: len is 6, x,y is 5,15, orientation is 1 REJECTED
Attempt 111: len is 7, x,y is 9,17, orientation is 1 REJECTED
Attempt 112: len is 7, x,y is 9,19, orientation is 1 REJECTED
Attempt 113: len is 7, x,y is 19,23, orientation is 1 REJECTED
Attempt 114: len is 5, x,y is 27,18, orientation is 1 REJECTED
Attempt 115: len is 7, x,y is 24,12, orientation is 1 REJECTED
Attempt 116: len is 6, x,y is 29,23, orientation is 1 REJECTED
Attempt 117: len is 4, x,y is 22,27, orientation is 1 REJECTED
Attempt 118: len is 7, x,y is 27,1, orientation is 0 REJECTED
Attempt 119: len is 3, x,y is 6,8, orientation is 0 REJECTED
Attempt 120: len is 4, x,y is 23,11, orientation is 1 REJECTED
Attempt 121: len is 4, x,y is 27,0, orientation is 1 REJECTED
Attempt 122: len is 4, x,y is 29,25, orientation is 1 ACCEPTED
Attempt 123: len is 5, x,y is 7,3, orientation is 0 REJECTED
Attempt 124: len is 7, x,y is 17,16, orientation is 0 REJECTED
Attempt 125: len is 3, x,y is 12,15, orientation is 1 ACCEPTED
Attempt 126: len is 5, x,y is 21,1, orientation is 1 REJECTED
Attempt 127: len is 3, x,y is 24,24, orientation is 1 REJECTED
Attempt 128: len is 7, x,y is 21,15, orientation is 1 REJECTED
Attempt 129: len is 4, x,y is 19,17, orientation is 0 REJECTED
Attempt 130: len is 6, x,y is 29,2, orientation is 0 REJECTED
Attempt 131: len is 5, x,y is 5,22, orientation is 0 REJECTED
Attempt 132: len is 4, x,y is 26,5, orientation is 0 REJECTED
Attempt 133: len is 3, x,y is 17,16, orientation is 0 REJECTED
Attempt 134: len is 5, x,y is 26,27, orientation is 1 REJECTED
Attempt 135: len is 4, x,y is 25,29, orientation is 0 REJECTED
Attempt 136: len is 4, x,y is 23,3, orientation is 1 REJECTED
Attempt 137: len is 7, x,y is 25,25, orientation is 0 REJECTED
Attempt 138: len is 5, x,y is 1,28, orientation is 0 REJECTED
Attempt 139: len is 5, x,y is 1,12, orientation is 1 REJECTED
Attempt 140: len is 5, x,y is 17,8, orientation is 0 REJECTED
Attempt 141: len is 4, x,y is 19,1, orientation is 0 REJECTED
Attempt 142: len is 6, x,y is 27,18, orientation is 1 REJECTED
Attempt 143: len is 3, x,y is 3,9, orientation is 1 REJECTED
Attempt 144: len is 6, x,y is 1,15, orientation is 1 REJECTED
Attempt 145: len is 3, x,y is 11,0, orientation is 1 REJECTED
Attempt 146: len is 3, x,y is 7,1, orientation is 1 REJECTED
Attempt 147: len is 3, x,y is 29,18, orientation is 1 ACCEPTED
Attempt 148: len is 7, x,y is 22,18, orientation is 1 REJECTED
Attempt 149: len is 3, x,y is 16,23, orientation is 0 REJECTED
Attempt 150: len is 6, x,y is 29,8, orientation is 0 REJECTED
Attempt 151: len is 5, x,y is 19,4, orientation is 0 REJECTED
Attempt 152: len is 4, x,y is 7,0, orientation is 1 REJECTED
Attempt 153: len is 5, x,y is 15,1, orientation is 1 ACCEPTED
Attempt 154: len is 5, x,y is 28,6, orientation is 1 REJECTED
Attempt 155: len is 6, x,y is 20,10, orientation is 0 REJECTED
Attempt 156: len is 3, x,y is 13,21, orientation is 1 REJECTED
Attempt 157: len is 7, x,y is 2,12, orientation is 1 REJECTED
Attempt 158: len is 6, x,y is 13,27, orientation is 1 REJECTED
Attempt 159: len is 4, x,y is 8,4, orientation is 0 REJECTED
Attempt 160: len is 7, x,y is 28,15, orientation is 0 REJECTED
Attempt 161: len is 6, x,y is 29,7, orientation is 0 REJECTED
Attempt 162: len is 6, x,y is 17,8, orientation is 0 REJECTED
Attempt 163: len is 6, x,y is 2,22, orientation is 0 REJECTED
Attempt 164: len is 3, x,y is 11,7, orientation is 0 REJECTED
Attempt 165: len is 6, x,y is 13,12, orientation is 0 REJECTED
Attempt 166: len is 5, x,y is 20,29, orientation is 1 REJECTED
Attempt 167: len is 6, x,y is 26,19, orientation is 0 REJECTED
Attempt 168: len is 7, x,y is 23,23, orientation is 0 REJECTED
Attempt 169: len is 7, x,y is 20,14, orientation is 0 REJECTED
Attempt 170: len is 3, x,y is 16,19, orientation is 0 REJECTED
Attempt 171: len is 7, x,y is 26,28, orientation is 1 REJECTED
Attempt 172: len is 3, x,y is 11,14, orientation is 0 REJECTED
Attempt 173: len is 6, x,y is 2,27, orientation is 0 REJECTED
Attempt 174: len is 7, x,y is 3,12, orientation is 0 REJECTED
Attempt 175: len is 7, x,y is 8,19, orientation is 0 REJECTED
Attempt 176: len is 4, x,y is 12,12, orientation is 0 REJECTED
Attempt 177: len is 3, x,y is 21,20, orientation is 0 REJECTED
Attempt 178: len is 3, x,y is 11,19, orientation is 1 REJECTED
Attempt 179: len is 4, x,y is 7,24, orientation is 1 REJECTED
Attempt 180: len is 7, x,y is 0,4, orientation is 1 REJECTED
Attempt 181: len is 6, x,y is 26,21, orientation is 1 REJECTED
Attempt 182: len is 7, x,y is 12,17, orientation is 0 REJECTED
Attempt 183: len is 4, x,y is 3,0, orientation is 1 REJECTED
Attempt 184: len is 6, x,y is 8,29, orientation is 0 REJECTED
Attempt 185: len is 4, x,y is 23,12, orientation is 0 REJECTED
Attempt 186: len is 4, x,y is 15,7, orientation is 1 REJECTED
Attempt 187: len is 6, x,y is 7,15, orientation is 0 REJECTED
Attempt 188: len is 6, x,y is 5,7, orientation is 0 REJECTED
Attempt 189: len is 4, x,y is 12,10, orientation is 1 REJECTED
Attempt 190: len is 5, x,y is 21,13, orientation is 0 REJECTED
Attempt 191: len is 3, x,y is 27,0, orientation is 1 REJECTED
Attempt 192: len is 6, x,y is 18,8, orientation is 0 REJECTED
Attempt 193: len is 4, x,y is 4,5, orientation is 1 REJECTED
Attempt 194: len is 4, x,y is 24,23, orientation is 1 REJECTED
Attempt 195: len is 7, x,y is 4,15, orientation is 0 REJECTED
Attempt 196: len is 6, x,y is 11,20, orientation is 1 REJECTED
Attempt 197: len is 4, x,y is 3,14, orientation is 1 REJECTED
Attempt 198: len is 6, x,y is 12,27, orientation is 1 REJECTED
Attempt 199: len is 3, x,y is 25,7, orientation is 1 REJECTED
Attempt 200: len is 4, x,y is 7,7, orientation is 0 REJECTED
Attempt 201: len is 3, x,y is 25,12, orientation is 1 REJECTED
Attempt 202: len is 7, x,y is 8,28, orientation is 0 REJECTED
Attempt 203: len is 7, x,y is 1,24, orientation is 1 REJECTED
Attempt 204: len is 7, x,y is 6,24, orientation is 1 REJECTED
Attempt 205: len is 3, x,y is 14,27, orientation is 0 REJECTED
Attempt 206: len is 5, x,y is 8,2, orientation is 1 REJECTED
Attempt 207: len is 5, x,y is 17,15, orientation is 1 REJECTED
Attempt 208: len is 4, x,y is 14,23, orientation is 0 REJECTED
Attempt 209: len is 5, x,y is 22,19, orientation is 0 REJECTED
Attempt 210: len is 6, x,y is 22,1, orientation is 0 REJECTED
Attempt 211: len is 4, x,y is 22,21, orientation is 0 REJECTED
Attempt 212: len is 6, x,y is 19,14, orientation is 0 REJECTED
Attempt 213: len is 5, x,y is 12,9, orientation is 1 REJECTED
Attempt 214: len is 4, x,y is 6,16, orientation is 0 REJECTED
Attempt 215: len is 6, x,y is 29,20, orientation is 0 REJECTED
Attempt 216: len is 3, x,y is 14,1, orientation is 1 REJECTED
Attempt 217: len is 3, x,y is 21,26, orientation is 1 REJECTED
Attempt 218: len is 7, x,y is 24,6, orientation is 1 REJECTED
Attempt 219: len is 7, x,y is 23,18, orientation is 0 REJECTED
Attempt 220: len is 3, x,y is 1,25, orientation is 1 REJECTED
Attempt 221: len is 5, x,y is 25,16, orientation is 0 REJECTED
Attempt 222: len is 4, x,y is 3,3, orientation is 1 REJECTED
Attempt 223: len is 6, x,y is 29,21, orientation is 0 REJECTED
Attempt 224: len is 7, x,y is 21,21, orientation is 1 REJECTED
Attempt 225: len is 6, x,y is 11,21, orientation is 0 REJECTED
Attempt 226: len is 5, x,y is 1,5, orientation is 1 REJECTED
Attempt 227: len is 4, x,y is 28,2, orientation is 0 REJECTED
Attempt 228: len is 4, x,y is 20,5, orientation is 0 REJECTED
Attempt 229: len is 6, x,y is 9,16, orientation is 1 REJECTED
Attempt 230: len is 7, x,y is 19,10, orientation is 1 REJECTED
Attempt 231: len is 3, x,y is 5,5, orientation is 1 REJECTED
Attempt 232: len is 4, x,y is 2,1, orientation is 1 REJECTED
Attempt 233: len is 4, x,y is 13,1, orientation is 1 REJECTED
Attempt 234: len is 6, x,y is 15,14, orientation is 0 REJECTED
Attempt 235: len is 4, x,y is 6,22, orientation is 1 REJECTED
Attempt 236: len is 5, x,y is 8,3, orientation is 0 REJECTED
Attempt 237: len is 4, x,y is 0,0, orientation is 1 REJECTED
Attempt 238: len is 5, x,y is 22,21, orientation is 0 REJECTED
Attempt 239: len is 3, x,y is 1,10, orientation is 0 REJECTED
Attempt 240: len is 7, x,y is 9,24, orientation is 1 REJECTED
Attempt 241: len is 5, x,y is 24,25, orientation is 1 REJECTED
Attempt 242: len is 3, x,y is 27,17, orientation is 0 REJECTED
Attempt 243: len is 7, x,y is 8,5, orientation is 1 REJECTED
Attempt 244: len is 6, x,y is 12,1, orientation is 1 REJECTED
Attempt 245: len is 6, x,y is 16,26, orientation is 1 REJECTED
Attempt 246: len is 6, x,y is 20,2, orientation is 1 REJECTED
Attempt 247: len is 3, x,y is 20,1, orientation is 1 REJECTED
Attempt 248: len is 6, x,y is 16,8, orientation is 1 REJECTED
Attempt 249: len is 3, x,y is 18,17, orientation is 0 REJECTED
Attempt 250: len is 6, x,y is 8,9, orientation is 0 REJECTED
Attempt 251: len is 3, x,y is 17,13, orientation is 1 REJECTED
Attempt 252: len is 3, x,y is 15,25, orientation is 1 REJECTED
Attempt 253: len is 5, x,y is 25,11, orientation is 0 REJECTED
Attempt 254: len is 6, x,y is 21,20, orientation is 0 REJECTED
Attempt 255: len is 5, x,y is 9,13, orientation is 1 REJECTED
Attempt 256: len is 4, x,y is 3,0, orientation is 0 REJECTED
Attempt 257: len is 4, x,y is 21,26, orientation is 1 REJECTED
Attempt 258: len is 7, x,y is 4,17, orientation is 1 REJECTED
Attempt 259: len is 4, x,y is 26,9, orientation is 1 REJECTED
Attempt 260: len is 5, x,y is 6,17, orientation is 1 REJECTED
Attempt 261: len is 5, x,y is 23,10, orientation is 1 REJECTED
Attempt 262: len is 4, x,y is 22,1, orientation is 0 REJECTED
Attempt 263: len is 3, x,y is 14,2, orientation is 0 REJECTED
Attempt 264: len is 6, x,y is 19,27, orientation is 1 REJECTED
Attempt 265: len is 7, x,y is 7,14, orientation is 0 REJECTED
Attempt 266: len is 3, x,y is 19,23, orientation is 0 REJECTED
Attempt 267: len is 3, x,y is 15,20, orientation is 0 REJECTED
Attempt 268: len is 4, x,y is 7,23, orientation is 0 REJECTED
Attempt 269: len is 4, x,y is 5,21, orientation is 0 REJECTED
Attempt 270: len is 7, x,y is 26,8, orientation is 1 REJECTED
Attempt 271: len is 3, x,y is 8,13, orientation is 1 ACCEPTED
Attempt 272: len is 6, x,y is 3,25, orientation is 1 REJECTED
Attempt 273: len is 7, x,y is 4,15, orientation is 0 REJECTED
Attempt 274: len is 5, x,y is 4,26, orientation is 0 REJECTED
Attempt 275: len is 6, x,y is 17,12, orientation is 0 REJECTED
Attempt 276: len is 3, x,y is 25,5, orientation is 1 REJECTED
Attempt 277: len is 5, x,y is 15,20, orientation is 1 REJECTED
Attempt 278: len is 4, x,y is 25,5, orientation is 1 REJECTED
Attempt 279: len is 7, x,y is 10,25, orientation is 1 REJECTED
Attempt 280: len is 4, x,y is 11,15, orientation is 0 REJECTED
Attempt 281: len is 4, x,y is 21,28, orientation is 1 REJECTED
Attempt 282: len is 4, x,y is 29,25, orientation is 1 REJECTED
Attempt 283: len is 4, x,y is 17,4, orientation is 0 REJECTED
Attempt 284: len is 4, x,y is 17,10, orientation is 0 ACCEPTED
Attempt 285: len is 7, x,y is 11,2, orientation is 0 REJECTED
Attempt 286: len is 5, x,y is 3,6, orientation is 0 REJECTED
Attempt 287: len is 3, x,y is 13,29, orientation is 0 REJECTED
Attempt 288: len is 3, x,y is 14,13, orientation is 1 REJECTED
Attempt 289: len is 3, x,y is 3,12, orientation is 0 REJECTED
Attempt 290: len is 4, x,y is 7,2, orientation is 1 REJECTED
Attempt 291: len is 7, x,y is 7,16, orientation is 1 REJECTED
Attempt 292: len is 5, x,y is 27,28, orientation is 0 REJECTED
Attempt 293: len is 7, x,y is 12,27, orientation is 0 REJECTED
Attempt 294: len is 4, x,y is 3,7, orientation is 1 REJECTED
Attempt 295: len is 3, x,y is 18,22, orientation is 1 REJECTED
Attempt 296: len is 4, x,y is 21,9, orientation is 1 REJECTED
Attempt 297: len is 6, x,y is 25,19, orientation is 1 REJECTED
Attempt 298: len is 4, x,y is 20,4, orientation is 1 REJECTED
Attempt 299: len is 5, x,y is 26,6, orientation is 0 REJECTED
Attempt 300: len is 7, x,y is 18,16, orientation is 0 REJECTED
Attempt 301: len is 7, x,y is 5,23, orientation is 1 REJECTED
Attempt 302: len is 3, x,y is 15,25, orientation is 1 REJECTED
Attempt 303: len is 5, x,y is 11,2, orientation is 0 REJECTED
Attempt 304: len is 5, x,y is 16,2, orientation is 1 REJECTED
Attempt 305: len is 4, x,y is 9,28, orientation is 1 REJECTED
Attempt 306: len is 7, x,y is 29,29, orientation is 1 REJECTED
Attempt 307: len is 5, x,y is 6,13, orientation is 1 REJECTED
Attempt 308: len is 5, x,y is 8,18, orientation is 0 REJECTED
Attempt 309: len is 5, x,y is 21,13, orientation is 1 REJECTED
Attempt 310: len is 3, x,y is 29,3, orientation is 0 REJECTED
Attempt 311: len is 3, x,y is 17,11, orientation is 1 REJECTED
Attempt 312: len is 6, x,y is 26,29, orientation is 1 REJECTED
Attempt 313: len is 6, x,y is 23,23, orientation is 1 REJECTED
Attempt 314: len is 3, x,y is 11,26, orientation is 1 ACCEPTED
Attempt 315: len is 4, x,y is 26,0, orientation is 1 REJECTED
Attempt 316: len is 7, x,y is 5,3, orientation is 1 REJECTED
Attempt 317: len is 5, x,y is 5,19, orientation is 0 REJECTED
Attempt 318: len is 5, x,y is 5,9, orientation is 0 REJECTED
Attempt 319: len is 4, x,y is 15,0, orientation is 0 REJECTED
Attempt 320: len is 7, x,y is 27,17, orientation is 0 REJECTED
Attempt 321: len is 5, x,y is 23,20, orientation is 0 REJECTED
Attempt 322: len is 4, x,y is 23,14, orientation is 0 REJECTED
Attempt 323: len is 4, x,y is 17,8, orientation is 1 REJECTED
Attempt 324: len is 3, x,y is 9,5, orientation is 0 ACCEPTED
Attempt 325: len is 7, x,y is 25,4, orientation is 0 REJECTED
Attempt 326: len is 6, x,y is 6,22, orientation is 1 REJECTED
Attempt 327: len is 3, x,y is 25,13, orientation is 1 REJECTED
Attempt 328: len is 7, x,y is 7,8, orientation is 1 REJECTED
Attempt 329: len is 7, x,y is 15,17, orientation is 0 REJECTED
Attempt 330: len is 4, x,y is 16,0, orientation is 1 REJECTED
Attempt 331: len is 5, x,y is 3,20, orientation is 0 REJECTED
Attempt 332: len is 4, x,y is 3,6, orientation is 1 REJECTED
Attempt 333: len is 7, x,y is 17,11, orientation is 1 REJECTED
Attempt 334: len is 5, x,y is 18,0, orientation is 1 REJECTED
Attempt 335: len is 7, x,y is 7,1, orientation is 1 REJECTED
Attempt 336: len is 7, x,y is 5,27, orientation is 0 REJECTED
Attempt 337: len is 4, x,y is 21,16, orientation is 0 REJECTED
Attempt 338: len is 7, x,y is 18,28, orientation is 1 REJECTED
Attempt 339: len is 4, x,y is 20,2, orientation is 0 REJECTED
Attempt 340: len is 7, x,y is 2,26, orientation is 1 REJECTED
Attempt 341: len is 5, x,y is 19,12, orientation is 0 REJECTED
Attempt 342: len is 3, x,y is 17,5, orientation is 1 REJECTED
Attempt 343: len is 5, x,y is 1,10, orientation is 0 REJECTED
Attempt 344: len is 7, x,y is 4,11, orientation is 1 REJECTED
Attempt 345: len is 4, x,y is 26,28, orientation is 0 REJECTED
Attempt 346: len is 7, x,y is 20,5, orientation is 1 REJECTED
Attempt 347: len is 7, x,y is 24,8, orientation is 1 REJECTED
Attempt 348: len is 5, x,y is 25,18, orientation is 1 REJECTED
Attempt 349: len is 6, x,y is 7,3, orientation is 0 REJECTED
Attempt 350: len is 4, x,y is 28,27, orientation is 1 REJECTED
Attempt 351: len is 6, x,y is 4,13, orientation is 1 REJECTED
Attempt 352: len is 6, x,y is 1,23, orientation is 1 REJECTED
Attempt 353: len is 4, x,y is 0,5, orientation is 0 REJECTED
Attempt 354: len is 4, x,y is 25,0, orientation is 0 ACCEPTED
Attempt 355: len is 3, x,y is 4,24, orientation is 0 ACCEPTED
Attempt 356: len is 7, x,y is 29,27, orientation is 0 REJECTED
Attempt 357: len is 3, x,y is 1,0, orientation is 0 ACCEPTED
Attempt 358: len is 7, x,y is 11,17, orientation is 0 REJECTED
Attempt 359: len is 7, x,y is 17,26, orientation is 1 REJECTED
Attempt 360: len is 6, x,y is 27,27, orientation is 0 REJECTED
Attempt 361: len is 5, x,y is 19,19, orientation is 0 REJECTED
Attempt 362: len is 4, x,y is 24,0, orientation is 0 REJECTED
Attempt 363: len is 4, x,y is 7,16, orientation is 1 REJECTED
Attempt 364: len is 4, x,y is 9,16, orientation is 0 REJECTED
Attempt 365: len is 3, x,y is 26,4, orientation is 1 REJECTED
Attempt 366: len is 7, x,y is 29,11, orientation is 0 REJECTED
Attempt 367: len is 6, x,y is 24,1, orientation is 1 REJECTED
Attempt 368: len is 7, x,y is 21,13, orientation is 0 REJECTED
Attempt 369: len is 6, x,y is 16,17, orientation is 0 REJECTED
Attempt 370: len is 3, x,y is 3,21, orientation is 1 REJECTED
Attempt 371: len is 5, x,y is 7,11, orientation is 1 REJECTED
Attempt 372: len is 4, x,y is 1,3, orientation is 1 REJECTED
Attempt 373: len is 3, x,y is 26,4, orientation is 0 REJECTED
Attempt 374: len is 5, x,y is 20,24, orientation is 0 REJECTED
Attempt 375: len is 7, x,y is 27,29, orientation is 1 REJECTED
Attempt 376: len is 6, x,y is 28,22, orientation is 1 REJECTED
Attempt 377: len is 4, x,y is 2,17, orientation is 0 REJECTED
Attempt 378: len is 6, x,y is 5,12, orientation is 1 REJECTED
Attempt 379: len is 7, x,y is 26,8, orientation is 1 REJECTED
Attempt 380: len is 4, x,y is 13,26, orientation is 1 REJECTED
Attempt 381: len is 3, x,y is 29,26, orientation is 1 REJECTED
Attempt 382: len is 6, x,y is 5,20, orientation is 1 REJECTED
Attempt 383: len is 7, x,y is 20,26, orientation is 1 REJECTED
Attempt 384: len is 6, x,y is 14,24, orientation is 0 REJECTED
Attempt 385: len is 3, x,y is 2,5, orientation is 0 REJECTED
Attempt 386: len is 3, x,y is 12,20, orientation is 1 REJECTED
Attempt 387: len is 5, x,y is 4,28, orientation is 0 REJECTED
Attempt 388: len is 6, x,y is 21,29, orientation is 1 REJECTED
Attempt 389: len is 4, x,y is 20,3, orientation is 1 REJECTED
Attempt 390: len is 3, x,y is 10,22, orientation is 0 REJECTED
Attempt 391: len is 7, x,y is 10,7, orientation is 1 REJECTED
Attempt 392: len is 3, x,y is 24,24, orientation is 0 ACCEPTED
Attempt 393: len is 7, x,y is 17,20, orientation is 1 REJECTED
Attempt 394: len is 6, x,y is 12,5, orientation is 1 REJECTED
Attempt 395: len is 4, x,y is 9,18, orientation is 0 REJECTED
Attempt 396: len is 4, x,y is 15,4, orientation is 0 REJECTED
Attempt 397: len is 6, x,y is 11,19, orientation is 0 REJECTED
Attempt 398: len is 5, x,y is 26,7, orientation is 0 REJECTED
Attempt 399: len is 7, x,y is 12,27, orientation is 1 REJECTED
Attempt 400: len is 6, x,y is 13,17, orientation is 1 REJECTED
Attempt 401: len is 7, x,y is 1,2, orientation is 0 REJECTED
Attempt 402: len is 7, x,y is 19,12, orientation is 0 REJECTED
Attempt 403: len is 4, x,y is 15,20, orientation is 0 REJECTED
Attempt 404: len is 6, x,y is 19,10, orientation is 1 REJECTED
Attempt 405: len is 7, x,y is 14,9, orientation is 1 REJECTED
Attempt 406: len is 7, x,y is 29,16, orientation is 0 REJECTED
Attempt 407: len is 7, x,y is 8,10, orientation is 1 REJECTED
